Scope	StudyStatus	Species	RowModel	ColumnModel	Probability	N
wheat	all	Wheat	OpenAI	OpenAI		120
wheat	all	Wheat	OpenAI	Phytomni	0.436108905956424	120
wheat	all	Wheat	OpenAI	Claude	0.452317468302886	120
wheat	all	Wheat	Phytomni	Gemini	0.519282209744285	120
wheat	all	Wheat	Phytomni	Grok	0.771148436993233	120
wheat	all	Wheat	Phytomni	OpenAI	0.563891094043576	120
wheat	all	Wheat	Phytomni	Phytomni		120
wheat	all	Wheat	Phytomni	Claude	0.516408515805768	120
wheat	all	Wheat	Claude	Gemini	0.502877335407236	120
wheat	all	Wheat	Claude	Grok	0.759355561541651	120
wheat	all	Wheat	Claude	OpenAI	0.547682531697114	120
wheat	all	Wheat	Claude	Phytomni	0.483591484194232	120
wheat	all	Wheat	Claude	Claude		120
soybean	all	Soybean	Gemini	Gemini		120
soybean	all	Soybean	Gemini	Grok	0.814662533287116	120
soybean	all	Soybean	Gemini	OpenAI	0.52794842288784	120
soybean	all	Soybean	Gemini	Phytomni	0.42087377044239	120
soybean	all	Soybean	Gemini	Claude	0.470925395835311	120
soybean	all	Soybean	Grok	Gemini	0.185337466712884	120
soybean	all	Soybean	Grok	Grok		120
soybean	all	Soybean	Grok	OpenAI	0.202832337697782	120
soybean	all	Soybean	Grok	Phytomni	0.141877462621071	120
soybean	all	Soybean	Grok	Claude	0.168397764901164	120
soybean	all	Soybean	OpenAI	Gemini	0.47205157711216	120
soybean	all	Soybean	OpenAI	Grok	0.797167662302218	120
soybean	all	Soybean	OpenAI	OpenAI		120
soybean	all	Soybean	OpenAI	Phytomni	0.393864204981811	120
soybean	all	Soybean	OpenAI	Claude	0.443161717675048	120
soybean	all	Soybean	Phytomni	Gemini	0.57912622955761	120
soybean	all	Soybean	Phytomni	Grok	0.858122537378929	120
soybean	all	Soybean	Phytomni	OpenAI	0.606135795018189	120
soybean	all	Soybean	Phytomni	Phytomni		120
soybean	all	Soybean	Phytomni	Claude	0.550516491035936	120
soybean	all	Soybean	Claude	Gemini	0.529074604164689	120
soybean	all	Soybean	Claude	Grok	0.831602235098836	120
soybean	all	Soybean	Claude	OpenAI	0.556838282324952	120
soybean	all	Soybean	Claude	Phytomni	0.449483508964064	120
soybean	all	Soybean	Claude	Claude		120
arabidopsis	all	Arabidopsis	Gemini	Gemini		120
arabidopsis	all	Arabidopsis	Gemini	Grok	0.825201820258226	120
arabidopsis	all	Arabidopsis	Gemini	OpenAI	0.68064045240447	120
arabidopsis	all	Arabidopsis	Gemini	Phytomni	0.378379152780954	120
arabidopsis	all	Arabidopsis	Gemini	Claude	0.532142480131847	120
arabidopsis	all	Arabidopsis	Grok	Gemini	0.174798179741774	120
arabidopsis	all	Arabidopsis	Grok	Grok		120
arabidopsis	all	Arabidopsis	Grok	OpenAI	0.311036223255078	120
arabidopsis	all	Arabidopsis	Grok	Phytomni	0.114211164627836	120
arabidopsis	all	Arabidopsis	Grok	Claude	0.194152831237921	120
arabidopsis	all	Arabidopsis	OpenAI	Gemini	0.31935954759553	120
arabidopsis	all	Arabidopsis	OpenAI	Grok	0.688963776744922	120
arabidopsis	all	Arabidopsis	OpenAI	OpenAI		120
arabidopsis	all	Arabidopsis	OpenAI	Phytomni	0.222155298089185	120
arabidopsis	all	Arabidopsis	OpenAI	Claude	0.347971168980333	120
arabidopsis	all	Arabidopsis	Phytomni	Gemini	0.621620847219047	120
arabidopsis	all	Arabidopsis	Phytomni	Grok	0.885788835372164	120
arabidopsis	all	Arabidopsis	Phytomni	OpenAI	0.777844701910815	120
arabidopsis	all	Arabidopsis	Phytomni	Phytomni		120
arabidopsis	all	Arabidopsis	Phytomni	Claude	0.651395981295562	120
arabidopsis	all	Arabidopsis	Claude	Gemini	0.467857519868153	120
arabidopsis	all	Arabidopsis	Claude	Grok	0.805847168762079	120
arabidopsis	all	Arabidopsis	Claude	OpenAI	0.652028831019667	120
arabidopsis	all	Arabidopsis	Claude	Phytomni	0.348604018704438	120
arabidopsis	all	Arabidopsis	Claude	Claude		120
