Scope	StudyStatus	Species	Model	IntervalAnalysis	Estimate	CI95Lower	CI95Upper	NJudgments	NExperts	NGenes	SuccessfulReplicates	FailedFits	SeedStream
uncharacterized.soybean	uncharacterized	Soybean	Claude	expert_cluster	1526.63831590402	1468.56938414461	1588.64363894605	60	24	20	10000	0	pl_expert_gene_components
uncharacterized.soybean	uncharacterized	Soybean	Claude	gene_cluster	1526.63831590402	1465.1074604491	1587.43661977722	60	24	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Gemini	crossed_expert_gene	1590.49595874692	1511.39869887029	1692.4009995775	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Gemini	expert_cluster	1590.49595874692	1536.35720410872	1661.80301197112	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Gemini	gene_cluster	1590.49595874692	1556.11873402756	1632.98365671541	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Grok	crossed_expert_gene	1288.16652768235	1135.75073983393	1381.41408317413	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Grok	expert_cluster	1288.16652768235	1193.92749181889	1350.36062287992	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Grok	gene_cluster	1288.16652768235	1219.37407856244	1338.16079076257	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	OpenAI	crossed_expert_gene	1455.6200661917	1356.13998903757	1539.21037055163	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	OpenAI	expert_cluster	1455.6200661917	1404.13585819297	1495.40012114264	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	OpenAI	gene_cluster	1455.6200661917	1397.01325523215	1511.41172562999	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Phytomni	crossed_expert_gene	1643.06831880738	1515.48079454121	1826.28165547533	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Phytomni	expert_cluster	1643.06831880738	1561.97111478736	1752.66810803588	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Phytomni	gene_cluster	1643.06831880738	1562.77932031981	1740.41989374187	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Claude	crossed_expert_gene	1522.64912857165	1383.27131540564	1645.65101861104	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Claude	expert_cluster	1522.64912857165	1427.17546357341	1611.70688777187	60	22	20	10000	0	pl_expert_gene_components
uncharacterized.arabidopsis	uncharacterized	Arabidopsis	Claude	gene_cluster	1522.64912857165	1451.80244147193	1594.67202690665	60	22	20	10000	0	pl_expert_gene_components
rice	all	Rice	Gemini	crossed_expert_gene	1545.4556980872	1479.30944594813	1617.53228772883	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Gemini	expert_cluster	1545.4556980872	1500.93828867308	1598.00313711598	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Gemini	gene_cluster	1545.4556980872	1511.49527669051	1581.41862582223	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Grok	crossed_expert_gene	1280.36965511432	1125.95390789954	1389.06838640244	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Grok	expert_cluster	1280.36965511432	1158.48844396149	1369.06581597561	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Grok	gene_cluster	1280.36965511432	1218.79598332733	1331.68569134186	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	OpenAI	crossed_expert_gene	1456.88278847948	1391.68226700275	1518.69279855481	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	OpenAI	expert_cluster	1456.88278847948	1408.6918777572	1501.66410724668	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	OpenAI	gene_cluster	1456.88278847948	1427.05613334506	1486.06253678465	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Phytomni	crossed_expert_gene	1691.38347808765	1599.01655896712	1823.58071035431	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Phytomni	expert_cluster	1691.38347808765	1619.16407767993	1797.26629231577	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Phytomni	gene_cluster	1691.38347808765	1648.52978105861	1740.76866647488	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Claude	crossed_expert_gene	1525.90838023136	1472.07284071708	1584.28963792487	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Claude	expert_cluster	1525.90838023136	1493.43444143175	1562.34204413211	120	24	40	10000	0	pl_expert_gene_components
rice	all	Rice	Claude	gene_cluster	1525.90838023136	1496.87500845651	1556.11178661917	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Gemini	crossed_expert_gene	1544.13260249773	1487.77702344137	1600.93186523419	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Gemini	expert_cluster	1544.13260249773	1509.6840550222	1580.6683751092	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Gemini	gene_cluster	1544.13260249773	1515.74727407318	1574.24293521253	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Grok	crossed_expert_gene	1370.080787504	1269.64666559597	1451.16133350084	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Grok	expert_cluster	1370.080787504	1290.50425817976	1436.77339687073	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Grok	gene_cluster	1370.080787504	1334.12172966795	1399.97381356484	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	OpenAI	crossed_expert_gene	1506.3132925487	1443.23909350966	1569.02190910984	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	OpenAI	expert_cluster	1506.3132925487	1461.98084381914	1552.78447201222	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	OpenAI	gene_cluster	1506.3132925487	1475.14494130374	1537.13977156737	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Phytomni	crossed_expert_gene	1592.32258779941	1512.50906902152	1689.07893536886	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Phytomni	expert_cluster	1592.32258779941	1532.36730224849	1665.80621783802	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Phytomni	gene_cluster	1592.32258779941	1553.68920150608	1637.40663535255	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Claude	crossed_expert_gene	1487.15072965015	1420.48747736983	1551.84098952527	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Claude	expert_cluster	1487.15072965015	1441.68012786732	1533.17027339083	120	24	40	10000	0	pl_expert_gene_components
maize	all	Maize	Claude	gene_cluster	1487.15072965015	1453.71652238262	1520.62926430248	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Gemini	crossed_expert_gene	1542.69169057578	1477.78359305969	1614.39673920104	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Gemini	expert_cluster	1542.69169057578	1500.95588831688	1589.78748269472	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Gemini	gene_cluster	1542.69169057578	1508.21855153678	1578.58666796959	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Grok	crossed_expert_gene	1345.06335049316	1247.94184976063	1421.13087160269	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Grok	expert_cluster	1345.06335049316	1274.68177203839	1402.27876559993	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Grok	gene_cluster	1345.06335049316	1305.53348345673	1380.28337260425	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	OpenAI	crossed_expert_gene	1511.45687846303	1454.74414981756	1574.03030918922	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	OpenAI	expert_cluster	1511.45687846303	1476.94062916423	1549.23742280706	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	OpenAI	gene_cluster	1511.45687846303	1477.46809445201	1546.74203508526	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Phytomni	crossed_expert_gene	1556.09699039727	1494.04372188464	1622.80987400507	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Phytomni	expert_cluster	1556.09699039727	1512.91502172027	1603.89823341397	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Phytomni	gene_cluster	1556.09699039727	1527.18961298955	1586.33227996064	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Claude	crossed_expert_gene	1544.69109007075	1482.84872058377	1613.16183179527	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Claude	expert_cluster	1544.69109007075	1503.50784901574	1591.29675999396	120	24	40	10000	0	pl_expert_gene_components
wheat	all	Wheat	Claude	gene_cluster	1544.69109007075	1511.71320819229	1579.244981459	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Gemini	crossed_expert_gene	1540.19443087164	1471.42538007648	1609.40365233325	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Gemini	expert_cluster	1540.19443087164	1493.74935898292	1587.98315099769	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Gemini	gene_cluster	1540.19443087164	1506.67426653599	1575.39995121247	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Grok	crossed_expert_gene	1282.98862255341	1172.33535422359	1360.85904205335	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Grok	expert_cluster	1282.98862255341	1211.09691588595	1338.48597231633	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Grok	gene_cluster	1282.98862255341	1229.46048767383	1327.02760905105	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	OpenAI	crossed_expert_gene	1520.75361329795	1455.99284001035	1588.84548527694	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	OpenAI	expert_cluster	1520.75361329795	1474.28811121744	1570.7371890569	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	OpenAI	gene_cluster	1520.75361329795	1488.86722433982	1553.6391627999	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Phytomni	crossed_expert_gene	1595.64298072815	1513.10760114146	1700.79914313251	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Phytomni	expert_cluster	1595.64298072815	1531.73483787091	1676.26713211329	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Phytomni	gene_cluster	1595.64298072815	1562.63654447853	1633.96857699534	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Claude	crossed_expert_gene	1560.42035254884	1492.34151052695	1633.01662438009	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Claude	expert_cluster	1560.42035254884	1515.19836872383	1611.22471396214	120	24	40	10000	0	pl_expert_gene_components
soybean	all	Soybean	Claude	gene_cluster	1560.42035254884	1522.67509838173	1597.78663732454	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Gemini	crossed_expert_gene	1567.43816548977	1500.07731017603	1642.77538560528	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Gemini	expert_cluster	1567.43816548977	1516.95100128797	1625.85645122416	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Gemini	gene_cluster	1567.43816548977	1537.53126056782	1600.48686045184	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Grok	crossed_expert_gene	1297.82885689743	1181.12481270692	1381.86186373213	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Grok	expert_cluster	1297.82885689743	1207.81346929021	1364.78622354457	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Grok	gene_cluster	1297.82885689743	1249.08661752305	1336.41330885727	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	OpenAI	crossed_expert_gene	1435.98302448947	1353.31410578226	1507.48669571169	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	OpenAI	expert_cluster	1435.98302448947	1377.69690088485	1483.47513454613	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	OpenAI	gene_cluster	1435.98302448947	1392.8764523344	1478.05189127738	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Phytomni	crossed_expert_gene	1653.67751367495	1553.94330172772	1793.89209528077	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Phytomni	expert_cluster	1653.67751367495	1575.15048154169	1761.52240331817	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Phytomni	gene_cluster	1653.67751367495	1601.58025554116	1718.41793154684	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Claude	crossed_expert_gene	1545.07243944838	1465.97541338699	1618.92786406195	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Claude	expert_cluster	1545.07243944838	1488.58039491364	1600.16991324131	120	24	40	10000	0	pl_expert_gene_components
arabidopsis	all	Arabidopsis	Claude	gene_cluster	1545.07243944838	1506.61580074559	1585.83629328669	120	24	40	10000	0	pl_expert_gene_components
