Species	Gene	StudyStatus	Model	SourceResponseID	TargetResponseID	WindowJudgmentCount	EntailmentCount	ContradictionCount	NeutralCount	SupportRatio	ContradictionRatio	JudgmentLogSHA256
Soybean	GLYMA_02G007900	uncharacterized	Claude	rep_3	rep_1	24	14	7	3	0.583333333333333	0.291666666666667	d94b0c7754e2bcd708aa99122d3a83b2851f4b3c66322ad33cd71c8d3b8234c2
Soybean	GLYMA_02G007900	uncharacterized	Claude	rep_3	rep_2	24	12	11	1	0.5	0.458333333333333	d94b0c7754e2bcd708aa99122d3a83b2851f4b3c66322ad33cd71c8d3b8234c2
Soybean	GLYMA_02G254200	uncharacterized	Claude	rep_1	rep_2	33	19	8	6	0.575757575757576	0.242424242424242	8e75dc5bffd49cd4d3dc41d1ffa3dde1b5d5d114170220b65deaf858c4237183
Soybean	GLYMA_02G254200	uncharacterized	Claude	rep_1	rep_3	33	17	9	7	0.515151515151515	0.272727272727273	8e75dc5bffd49cd4d3dc41d1ffa3dde1b5d5d114170220b65deaf858c4237183
Soybean	GLYMA_02G254200	uncharacterized	Claude	rep_2	rep_1	35	23	8	4	0.657142857142857	0.228571428571429	8e75dc5bffd49cd4d3dc41d1ffa3dde1b5d5d114170220b65deaf858c4237183
Soybean	GLYMA_02G254200	uncharacterized	Claude	rep_2	rep_3	35	11	16	8	0.314285714285714	0.457142857142857	8e75dc5bffd49cd4d3dc41d1ffa3dde1b5d5d114170220b65deaf858c4237183
Soybean	GLYMA_02G254200	uncharacterized	Claude	rep_3	rep_1	31	22	9	0	0.709677419354839	0.290322580645161	8e75dc5bffd49cd4d3dc41d1ffa3dde1b5d5d114170220b65deaf858c4237183
Soybean	GLYMA_02G254200	uncharacterized	Claude	rep_3	rep_2	31	15	10	6	0.483870967741935	0.32258064516129	8e75dc5bffd49cd4d3dc41d1ffa3dde1b5d5d114170220b65deaf858c4237183
Soybean	GLYMA_03G070900	uncharacterized	Claude	rep_1	rep_2	31	10	11	10	0.32258064516129	0.354838709677419	e45e1c01dfa5387f9eb45ea4d4cd5740621f41d3617f48be2bafed41afc986cf
Soybean	GLYMA_03G070900	uncharacterized	Claude	rep_1	rep_3	31	17	9	5	0.548387096774194	0.290322580645161	e45e1c01dfa5387f9eb45ea4d4cd5740621f41d3617f48be2bafed41afc986cf
Soybean	GLYMA_03G070900	uncharacterized	Claude	rep_2	rep_1	29	15	8	6	0.517241379310345	0.275862068965517	e45e1c01dfa5387f9eb45ea4d4cd5740621f41d3617f48be2bafed41afc986cf
Soybean	GLYMA_03G070900	uncharacterized	Claude	rep_2	rep_3	29	17	6	6	0.586206896551724	0.206896551724138	e45e1c01dfa5387f9eb45ea4d4cd5740621f41d3617f48be2bafed41afc986cf
Soybean	GLYMA_03G070900	uncharacterized	Claude	rep_3	rep_1	37	5	8	24	0.135135135135135	0.216216216216216	e45e1c01dfa5387f9eb45ea4d4cd5740621f41d3617f48be2bafed41afc986cf
Soybean	GLYMA_03G070900	uncharacterized	Claude	rep_3	rep_2	37	3	18	16	0.0810810810810811	0.486486486486487	e45e1c01dfa5387f9eb45ea4d4cd5740621f41d3617f48be2bafed41afc986cf
Soybean	GLYMA_03G239400	uncharacterized	Claude	rep_1	rep_2	29	21	8	0	0.724137931034483	0.275862068965517	7a012182c2b11d3992d96f5f3fff7c503bd4ae5ffc4234c7fa5985fb645d74cb
Soybean	GLYMA_03G239400	uncharacterized	Claude	rep_1	rep_3	29	14	14	1	0.482758620689655	0.482758620689655	7a012182c2b11d3992d96f5f3fff7c503bd4ae5ffc4234c7fa5985fb645d74cb
Soybean	GLYMA_03G239400	uncharacterized	Claude	rep_2	rep_1	32	21	8	3	0.65625	0.25	7a012182c2b11d3992d96f5f3fff7c503bd4ae5ffc4234c7fa5985fb645d74cb
Soybean	GLYMA_03G239400	uncharacterized	Claude	rep_2	rep_3	32	14	13	5	0.4375	0.40625	7a012182c2b11d3992d96f5f3fff7c503bd4ae5ffc4234c7fa5985fb645d74cb
Soybean	GLYMA_03G239400	uncharacterized	Claude	rep_3	rep_1	38	22	9	7	0.578947368421053	0.236842105263158	7a012182c2b11d3992d96f5f3fff7c503bd4ae5ffc4234c7fa5985fb645d74cb
Soybean	GLYMA_03G239400	uncharacterized	Claude	rep_3	rep_2	38	18	10	10	0.473684210526316	0.263157894736842	7a012182c2b11d3992d96f5f3fff7c503bd4ae5ffc4234c7fa5985fb645d74cb
Soybean	GLYMA_04G211100	uncharacterized	Claude	rep_1	rep_2	67	1	34	32	0.0149253731343284	0.507462686567164	667d005433ce589754951b9ca729e9e6b04f9b971908040cf730423350790fd0
Soybean	GLYMA_04G211100	uncharacterized	Claude	rep_1	rep_3	67	1	43	23	0.0149253731343284	0.641791044776119	667d005433ce589754951b9ca729e9e6b04f9b971908040cf730423350790fd0
Soybean	GLYMA_04G211100	uncharacterized	Claude	rep_2	rep_1	31	2	18	11	0.0645161290322581	0.580645161290323	667d005433ce589754951b9ca729e9e6b04f9b971908040cf730423350790fd0
Soybean	GLYMA_04G211100	uncharacterized	Claude	rep_2	rep_3	31	13	15	3	0.419354838709677	0.483870967741935	667d005433ce589754951b9ca729e9e6b04f9b971908040cf730423350790fd0
Soybean	GLYMA_04G211100	uncharacterized	Claude	rep_3	rep_1	30	2	20	8	0.0666666666666667	0.666666666666667	667d005433ce589754951b9ca729e9e6b04f9b971908040cf730423350790fd0
Soybean	GLYMA_04G211100	uncharacterized	Claude	rep_3	rep_2	30	17	9	4	0.566666666666667	0.3	667d005433ce589754951b9ca729e9e6b04f9b971908040cf730423350790fd0
Soybean	GLYMA_05G037800	uncharacterized	Claude	rep_1	rep_2	46	2	33	11	0.0434782608695652	0.717391304347826	e49d3c9507139abdf8e7922cb2f8ebb2fa06b4d93f84661f5ebf9d5510ddd2a8
Soybean	GLYMA_05G037800	uncharacterized	Claude	rep_1	rep_3	46	13	23	10	0.282608695652174	0.5	e49d3c9507139abdf8e7922cb2f8ebb2fa06b4d93f84661f5ebf9d5510ddd2a8
Soybean	GLYMA_05G037800	uncharacterized	Claude	rep_2	rep_1	22	1	13	8	0.0454545454545455	0.590909090909091	e49d3c9507139abdf8e7922cb2f8ebb2fa06b4d93f84661f5ebf9d5510ddd2a8
Soybean	GLYMA_05G037800	uncharacterized	Claude	rep_2	rep_3	22	4	14	4	0.181818181818182	0.636363636363636	e49d3c9507139abdf8e7922cb2f8ebb2fa06b4d93f84661f5ebf9d5510ddd2a8
Soybean	GLYMA_05G037800	uncharacterized	Claude	rep_3	rep_1	29	2	20	7	0.0689655172413793	0.689655172413793	e49d3c9507139abdf8e7922cb2f8ebb2fa06b4d93f84661f5ebf9d5510ddd2a8
Soybean	GLYMA_05G037800	uncharacterized	Claude	rep_3	rep_2	29	2	21	6	0.0689655172413793	0.724137931034483	e49d3c9507139abdf8e7922cb2f8ebb2fa06b4d93f84661f5ebf9d5510ddd2a8
Soybean	GLYMA_05G176200	uncharacterized	Claude	rep_1	rep_2	50	13	22	15	0.26	0.44	730db423c58c56c8951dd80ca3dfcc63c9477f0395f97168d99e02415846bee3
Soybean	GLYMA_05G176200	uncharacterized	Claude	rep_1	rep_3	50	22	14	14	0.44	0.28	730db423c58c56c8951dd80ca3dfcc63c9477f0395f97168d99e02415846bee3
Soybean	GLYMA_05G176200	uncharacterized	Claude	rep_2	rep_1	41	12	23	6	0.292682926829268	0.560975609756098	730db423c58c56c8951dd80ca3dfcc63c9477f0395f97168d99e02415846bee3
Soybean	GLYMA_05G176200	uncharacterized	Claude	rep_2	rep_3	41	7	25	9	0.170731707317073	0.609756097560976	730db423c58c56c8951dd80ca3dfcc63c9477f0395f97168d99e02415846bee3
Soybean	GLYMA_05G176200	uncharacterized	Claude	rep_3	rep_1	42	13	19	10	0.30952380952381	0.452380952380952	730db423c58c56c8951dd80ca3dfcc63c9477f0395f97168d99e02415846bee3
Soybean	GLYMA_05G176200	uncharacterized	Claude	rep_3	rep_2	42	6	26	10	0.142857142857143	0.619047619047619	730db423c58c56c8951dd80ca3dfcc63c9477f0395f97168d99e02415846bee3
Soybean	GLYMA_12G028300	uncharacterized	Claude	rep_1	rep_2	32	6	21	5	0.1875	0.65625	8cb00723f72d22f2c0bec4b1016896ff5aab8e2f34de1281c97f9ce0fb1f87f0
Soybean	GLYMA_12G028300	uncharacterized	Claude	rep_1	rep_3	32	9	18	5	0.28125	0.5625	8cb00723f72d22f2c0bec4b1016896ff5aab8e2f34de1281c97f9ce0fb1f87f0
Soybean	GLYMA_12G028300	uncharacterized	Claude	rep_2	rep_1	61	2	36	23	0.0327868852459016	0.590163934426229	8cb00723f72d22f2c0bec4b1016896ff5aab8e2f34de1281c97f9ce0fb1f87f0
Soybean	GLYMA_12G028300	uncharacterized	Claude	rep_2	rep_3	61	6	45	10	0.0983606557377049	0.737704918032787	8cb00723f72d22f2c0bec4b1016896ff5aab8e2f34de1281c97f9ce0fb1f87f0
Soybean	GLYMA_12G028300	uncharacterized	Claude	rep_3	rep_1	46	6	24	16	0.130434782608696	0.521739130434783	8cb00723f72d22f2c0bec4b1016896ff5aab8e2f34de1281c97f9ce0fb1f87f0
Soybean	GLYMA_12G028300	uncharacterized	Claude	rep_3	rep_2	46	2	37	7	0.0434782608695652	0.804347826086957	8cb00723f72d22f2c0bec4b1016896ff5aab8e2f34de1281c97f9ce0fb1f87f0
Soybean	GLYMA_13G104700	uncharacterized	Claude	rep_1	rep_2	39	12	23	4	0.307692307692308	0.58974358974359	11acc507faf0d57824221921fc0399cde2856b74b5298023ccfb51b30a740b61
Soybean	GLYMA_13G104700	uncharacterized	Claude	rep_1	rep_3	39	14	20	5	0.358974358974359	0.512820512820513	11acc507faf0d57824221921fc0399cde2856b74b5298023ccfb51b30a740b61
Soybean	GLYMA_13G104700	uncharacterized	Claude	rep_2	rep_1	47	12	24	11	0.25531914893617	0.51063829787234	11acc507faf0d57824221921fc0399cde2856b74b5298023ccfb51b30a740b61
Soybean	GLYMA_13G104700	uncharacterized	Claude	rep_2	rep_3	47	18	23	6	0.382978723404255	0.48936170212766	11acc507faf0d57824221921fc0399cde2856b74b5298023ccfb51b30a740b61
Soybean	GLYMA_13G104700	uncharacterized	Claude	rep_3	rep_1	44	6	33	5	0.136363636363636	0.75	11acc507faf0d57824221921fc0399cde2856b74b5298023ccfb51b30a740b61
Soybean	GLYMA_13G104700	uncharacterized	Claude	rep_3	rep_2	44	17	21	6	0.386363636363636	0.477272727272727	11acc507faf0d57824221921fc0399cde2856b74b5298023ccfb51b30a740b61
Soybean	GLYMA_14G089000	uncharacterized	Claude	rep_1	rep_2	53	31	17	5	0.584905660377358	0.320754716981132	7935fe28e99d2df9f7422a79eab0305c20fa55b54d0b07b5d67475166d25f211
Soybean	GLYMA_14G089000	uncharacterized	Claude	rep_1	rep_3	53	2	40	11	0.0377358490566038	0.754716981132076	7935fe28e99d2df9f7422a79eab0305c20fa55b54d0b07b5d67475166d25f211
Soybean	GLYMA_14G089000	uncharacterized	Claude	rep_2	rep_1	52	21	22	9	0.403846153846154	0.423076923076923	7935fe28e99d2df9f7422a79eab0305c20fa55b54d0b07b5d67475166d25f211
Soybean	GLYMA_14G089000	uncharacterized	Claude	rep_2	rep_3	52	1	36	15	0.0192307692307692	0.692307692307692	7935fe28e99d2df9f7422a79eab0305c20fa55b54d0b07b5d67475166d25f211
Soybean	GLYMA_14G089000	uncharacterized	Claude	rep_3	rep_1	33	6	24	3	0.181818181818182	0.727272727272727	7935fe28e99d2df9f7422a79eab0305c20fa55b54d0b07b5d67475166d25f211
Soybean	GLYMA_14G089000	uncharacterized	Claude	rep_3	rep_2	33	3	26	4	0.0909090909090909	0.787878787878788	7935fe28e99d2df9f7422a79eab0305c20fa55b54d0b07b5d67475166d25f211
Soybean	GLYMA_16G025900	uncharacterized	Claude	rep_1	rep_2	43	26	11	6	0.604651162790698	0.255813953488372	891821c5ba4f8ce186f0d8744750d9b77ab0dfb1d7a1a7874d777f0fa4475290
Soybean	GLYMA_16G025900	uncharacterized	Claude	rep_1	rep_3	43	19	17	7	0.441860465116279	0.395348837209302	891821c5ba4f8ce186f0d8744750d9b77ab0dfb1d7a1a7874d777f0fa4475290
Soybean	GLYMA_16G025900	uncharacterized	Claude	rep_2	rep_1	29	22	1	6	0.758620689655172	0.0344827586206897	891821c5ba4f8ce186f0d8744750d9b77ab0dfb1d7a1a7874d777f0fa4475290
Soybean	GLYMA_16G025900	uncharacterized	Claude	rep_2	rep_3	29	20	6	3	0.689655172413793	0.206896551724138	891821c5ba4f8ce186f0d8744750d9b77ab0dfb1d7a1a7874d777f0fa4475290
Soybean	GLYMA_16G025900	uncharacterized	Claude	rep_3	rep_1	32	18	6	8	0.5625	0.1875	891821c5ba4f8ce186f0d8744750d9b77ab0dfb1d7a1a7874d777f0fa4475290
Soybean	GLYMA_16G025900	uncharacterized	Claude	rep_3	rep_2	32	19	10	3	0.59375	0.3125	891821c5ba4f8ce186f0d8744750d9b77ab0dfb1d7a1a7874d777f0fa4475290
Soybean	GLYMA_16G165500	uncharacterized	Claude	rep_1	rep_2	41	26	11	4	0.634146341463415	0.268292682926829	831ec6cd8a5a17d709b36453489cbc6100e41062b409349950071f5bf58cb729
Soybean	GLYMA_16G165500	uncharacterized	Claude	rep_1	rep_3	41	20	14	7	0.48780487804878	0.341463414634146	831ec6cd8a5a17d709b36453489cbc6100e41062b409349950071f5bf58cb729
Soybean	GLYMA_16G165500	uncharacterized	Claude	rep_2	rep_1	54	32	15	7	0.592592592592593	0.277777777777778	831ec6cd8a5a17d709b36453489cbc6100e41062b409349950071f5bf58cb729
Soybean	GLYMA_16G165500	uncharacterized	Claude	rep_2	rep_3	54	34	16	4	0.62962962962963	0.296296296296296	831ec6cd8a5a17d709b36453489cbc6100e41062b409349950071f5bf58cb729
Soybean	GLYMA_16G165500	uncharacterized	Claude	rep_3	rep_1	43	23	10	10	0.534883720930233	0.232558139534884	831ec6cd8a5a17d709b36453489cbc6100e41062b409349950071f5bf58cb729
Soybean	GLYMA_16G165500	uncharacterized	Claude	rep_3	rep_2	43	29	8	6	0.674418604651163	0.186046511627907	831ec6cd8a5a17d709b36453489cbc6100e41062b409349950071f5bf58cb729
Soybean	GLYMA_17G092700	uncharacterized	Claude	rep_1	rep_2	54	28	16	10	0.518518518518518	0.296296296296296	1f932ef11ed52d8f94006ec61fb07b439ccce68ae13de08b1f2d8e3be59430ab
Soybean	GLYMA_17G092700	uncharacterized	Claude	rep_1	rep_3	54	20	23	11	0.37037037037037	0.425925925925926	1f932ef11ed52d8f94006ec61fb07b439ccce68ae13de08b1f2d8e3be59430ab
Soybean	GLYMA_17G092700	uncharacterized	Claude	rep_2	rep_1	52	24	20	8	0.461538461538462	0.384615384615385	1f932ef11ed52d8f94006ec61fb07b439ccce68ae13de08b1f2d8e3be59430ab
Soybean	GLYMA_17G092700	uncharacterized	Claude	rep_2	rep_3	52	18	24	10	0.346153846153846	0.461538461538462	1f932ef11ed52d8f94006ec61fb07b439ccce68ae13de08b1f2d8e3be59430ab
Soybean	GLYMA_17G092700	uncharacterized	Claude	rep_3	rep_1	34	15	15	4	0.441176470588235	0.441176470588235	1f932ef11ed52d8f94006ec61fb07b439ccce68ae13de08b1f2d8e3be59430ab
Soybean	GLYMA_17G092700	uncharacterized	Claude	rep_3	rep_2	34	19	9	6	0.558823529411765	0.264705882352941	1f932ef11ed52d8f94006ec61fb07b439ccce68ae13de08b1f2d8e3be59430ab
Soybean	GLYMA_18G029000	uncharacterized	Claude	rep_1	rep_2	46	15	23	8	0.326086956521739	0.5	e8bde058501f7e2fcd970b8b3fda01f0e16848b10fd54f1a9f3e13d93ccca22c
Soybean	GLYMA_18G029000	uncharacterized	Claude	rep_1	rep_3	46	17	21	8	0.369565217391304	0.456521739130435	e8bde058501f7e2fcd970b8b3fda01f0e16848b10fd54f1a9f3e13d93ccca22c
Soybean	GLYMA_18G029000	uncharacterized	Claude	rep_2	rep_1	40	7	26	7	0.175	0.65	e8bde058501f7e2fcd970b8b3fda01f0e16848b10fd54f1a9f3e13d93ccca22c
Soybean	GLYMA_18G029000	uncharacterized	Claude	rep_2	rep_3	40	19	15	6	0.475	0.375	e8bde058501f7e2fcd970b8b3fda01f0e16848b10fd54f1a9f3e13d93ccca22c
Soybean	GLYMA_18G029000	uncharacterized	Claude	rep_3	rep_1	50	16	22	12	0.32	0.44	e8bde058501f7e2fcd970b8b3fda01f0e16848b10fd54f1a9f3e13d93ccca22c
Soybean	GLYMA_18G029000	uncharacterized	Claude	rep_3	rep_2	50	26	16	8	0.52	0.32	e8bde058501f7e2fcd970b8b3fda01f0e16848b10fd54f1a9f3e13d93ccca22c
Soybean	GLYMA_18G181300	uncharacterized	Claude	rep_1	rep_2	38	9	22	7	0.236842105263158	0.578947368421053	805f927988e5dec8b4aaffa3d9ed179171b1fd490446a347b9a2ba8620186265
Soybean	GLYMA_18G181300	uncharacterized	Claude	rep_1	rep_3	38	9	15	14	0.236842105263158	0.394736842105263	805f927988e5dec8b4aaffa3d9ed179171b1fd490446a347b9a2ba8620186265
Soybean	GLYMA_18G181300	uncharacterized	Claude	rep_2	rep_1	28	8	16	4	0.285714285714286	0.571428571428571	805f927988e5dec8b4aaffa3d9ed179171b1fd490446a347b9a2ba8620186265
Soybean	GLYMA_18G181300	uncharacterized	Claude	rep_2	rep_3	28	18	8	2	0.642857142857143	0.285714285714286	805f927988e5dec8b4aaffa3d9ed179171b1fd490446a347b9a2ba8620186265
Soybean	GLYMA_18G181300	uncharacterized	Claude	rep_3	rep_1	36	14	13	9	0.388888888888889	0.361111111111111	805f927988e5dec8b4aaffa3d9ed179171b1fd490446a347b9a2ba8620186265
Soybean	GLYMA_18G181300	uncharacterized	Claude	rep_3	rep_2	36	22	8	6	0.611111111111111	0.222222222222222	805f927988e5dec8b4aaffa3d9ed179171b1fd490446a347b9a2ba8620186265
Soybean	GLYMA_18G282300	uncharacterized	Claude	rep_1	rep_2	36	12	15	9	0.333333333333333	0.416666666666667	353a70a766860b4d170becfce9c1382d3019228908254f6b87340baa6a541d5d
Soybean	GLYMA_18G282300	uncharacterized	Claude	rep_1	rep_3	36	8	18	10	0.222222222222222	0.5	353a70a766860b4d170becfce9c1382d3019228908254f6b87340baa6a541d5d
Soybean	GLYMA_18G282300	uncharacterized	Claude	rep_2	rep_1	32	20	6	6	0.625	0.1875	353a70a766860b4d170becfce9c1382d3019228908254f6b87340baa6a541d5d
Soybean	GLYMA_18G282300	uncharacterized	Claude	rep_2	rep_3	32	9	16	7	0.28125	0.5	353a70a766860b4d170becfce9c1382d3019228908254f6b87340baa6a541d5d
Soybean	GLYMA_18G282300	uncharacterized	Claude	rep_3	rep_1	24	8	11	5	0.333333333333333	0.458333333333333	353a70a766860b4d170becfce9c1382d3019228908254f6b87340baa6a541d5d
Soybean	GLYMA_18G282300	uncharacterized	Claude	rep_3	rep_2	24	5	17	2	0.208333333333333	0.708333333333333	353a70a766860b4d170becfce9c1382d3019228908254f6b87340baa6a541d5d
Soybean	GLYMA_19G194300	uncharacterized	Claude	rep_1	rep_2	47	21	17	9	0.446808510638298	0.361702127659574	781cfc9529a9e4d2663802c5ffb606eda6433f735bdab1c08b5e9c2bd5a8c144
Soybean	GLYMA_19G194300	uncharacterized	Claude	rep_1	rep_3	47	15	23	9	0.319148936170213	0.48936170212766	781cfc9529a9e4d2663802c5ffb606eda6433f735bdab1c08b5e9c2bd5a8c144
Soybean	GLYMA_19G194300	uncharacterized	Claude	rep_2	rep_1	69	31	27	11	0.449275362318841	0.391304347826087	781cfc9529a9e4d2663802c5ffb606eda6433f735bdab1c08b5e9c2bd5a8c144
Soybean	GLYMA_19G194300	uncharacterized	Claude	rep_2	rep_3	69	30	27	12	0.434782608695652	0.391304347826087	781cfc9529a9e4d2663802c5ffb606eda6433f735bdab1c08b5e9c2bd5a8c144
Soybean	GLYMA_19G194300	uncharacterized	Claude	rep_3	rep_1	56	26	18	12	0.464285714285714	0.321428571428571	781cfc9529a9e4d2663802c5ffb606eda6433f735bdab1c08b5e9c2bd5a8c144
Soybean	GLYMA_19G194300	uncharacterized	Claude	rep_3	rep_2	56	29	22	5	0.517857142857143	0.392857142857143	781cfc9529a9e4d2663802c5ffb606eda6433f735bdab1c08b5e9c2bd5a8c144
Soybean	GLYMA_20G068700	uncharacterized	Claude	rep_1	rep_2	31	15	14	2	0.483870967741935	0.451612903225806	0b20d906e03673c6cbc69a25b8f96bc067a7c40829c924ee608ea3dea486a798
Soybean	GLYMA_20G068700	uncharacterized	Claude	rep_1	rep_3	31	8	16	7	0.258064516129032	0.516129032258065	0b20d906e03673c6cbc69a25b8f96bc067a7c40829c924ee608ea3dea486a798
Soybean	GLYMA_20G068700	uncharacterized	Claude	rep_2	rep_1	41	14	17	10	0.341463414634146	0.414634146341463	0b20d906e03673c6cbc69a25b8f96bc067a7c40829c924ee608ea3dea486a798
Soybean	GLYMA_20G068700	uncharacterized	Claude	rep_2	rep_3	41	12	16	13	0.292682926829268	0.390243902439024	0b20d906e03673c6cbc69a25b8f96bc067a7c40829c924ee608ea3dea486a798
Soybean	GLYMA_20G068700	uncharacterized	Claude	rep_3	rep_1	30	17	10	3	0.566666666666667	0.333333333333333	0b20d906e03673c6cbc69a25b8f96bc067a7c40829c924ee608ea3dea486a798
Soybean	GLYMA_20G068700	uncharacterized	Claude	rep_3	rep_2	30	13	15	2	0.433333333333333	0.5	0b20d906e03673c6cbc69a25b8f96bc067a7c40829c924ee608ea3dea486a798
Rice	Os01g0107900	uncharacterized	Claude	rep_1	rep_2	39	8	26	5	0.205128205128205	0.666666666666667	504918e986709bd110d287e335312532aa6c0961ae84b3aabf82b6b6de72db0f
Rice	Os01g0107900	uncharacterized	Claude	rep_1	rep_3	39	38	1	0	0.974358974358974	0.0256410256410256	504918e986709bd110d287e335312532aa6c0961ae84b3aabf82b6b6de72db0f
Rice	Os01g0107900	uncharacterized	Claude	rep_2	rep_1	27	5	18	4	0.185185185185185	0.666666666666667	504918e986709bd110d287e335312532aa6c0961ae84b3aabf82b6b6de72db0f
Rice	Os01g0107900	uncharacterized	Claude	rep_2	rep_3	27	5	18	4	0.185185185185185	0.666666666666667	504918e986709bd110d287e335312532aa6c0961ae84b3aabf82b6b6de72db0f
Rice	Os01g0107900	uncharacterized	Claude	rep_3	rep_1	39	38	1	0	0.974358974358974	0.0256410256410256	504918e986709bd110d287e335312532aa6c0961ae84b3aabf82b6b6de72db0f
Rice	Os01g0107900	uncharacterized	Claude	rep_3	rep_2	39	9	24	6	0.230769230769231	0.615384615384615	504918e986709bd110d287e335312532aa6c0961ae84b3aabf82b6b6de72db0f
Rice	Os01g0134700	uncharacterized	Claude	rep_1	rep_2	25	6	19	0	0.24	0.76	10402442793323111bc314637de8c7dab9637337b4b55dea0b1ae7e5964d4b43
Rice	Os01g0134700	uncharacterized	Claude	rep_1	rep_3	25	6	16	3	0.24	0.64	10402442793323111bc314637de8c7dab9637337b4b55dea0b1ae7e5964d4b43
Rice	Os01g0134700	uncharacterized	Claude	rep_2	rep_1	40	11	23	6	0.275	0.575	10402442793323111bc314637de8c7dab9637337b4b55dea0b1ae7e5964d4b43
Rice	Os01g0134700	uncharacterized	Claude	rep_2	rep_3	40	10	21	9	0.25	0.525	10402442793323111bc314637de8c7dab9637337b4b55dea0b1ae7e5964d4b43
Rice	Os01g0134700	uncharacterized	Claude	rep_3	rep_1	32	14	15	3	0.4375	0.46875	10402442793323111bc314637de8c7dab9637337b4b55dea0b1ae7e5964d4b43
Rice	Os01g0134700	uncharacterized	Claude	rep_3	rep_2	32	18	12	2	0.5625	0.375	10402442793323111bc314637de8c7dab9637337b4b55dea0b1ae7e5964d4b43
Rice	Os02g0580500	uncharacterized	Claude	rep_1	rep_2	29	11	15	3	0.379310344827586	0.517241379310345	b043be24ba69e92d7f4a3bd56c4dccc8ff50abeaf41c6f71fbc9b038d1ef2a5e
Rice	Os02g0580500	uncharacterized	Claude	rep_1	rep_3	29	3	23	3	0.103448275862069	0.793103448275862	b043be24ba69e92d7f4a3bd56c4dccc8ff50abeaf41c6f71fbc9b038d1ef2a5e
Rice	Os02g0580500	uncharacterized	Claude	rep_2	rep_1	36	14	14	8	0.388888888888889	0.388888888888889	b043be24ba69e92d7f4a3bd56c4dccc8ff50abeaf41c6f71fbc9b038d1ef2a5e
Rice	Os02g0580500	uncharacterized	Claude	rep_2	rep_3	36	3	26	7	0.0833333333333333	0.722222222222222	b043be24ba69e92d7f4a3bd56c4dccc8ff50abeaf41c6f71fbc9b038d1ef2a5e
Rice	Os02g0580500	uncharacterized	Claude	rep_3	rep_1	49	6	34	9	0.122448979591837	0.693877551020408	b043be24ba69e92d7f4a3bd56c4dccc8ff50abeaf41c6f71fbc9b038d1ef2a5e
Rice	Os02g0580500	uncharacterized	Claude	rep_3	rep_2	49	5	34	10	0.102040816326531	0.693877551020408	b043be24ba69e92d7f4a3bd56c4dccc8ff50abeaf41c6f71fbc9b038d1ef2a5e
Rice	Os02g0821600	uncharacterized	Claude	rep_1	rep_2	34	23	9	2	0.676470588235294	0.264705882352941	c354cdf1b8d9442769ebb37b1b0a2d4fcace5061c18174ec890280e1b8da00ca
Rice	Os02g0821600	uncharacterized	Claude	rep_1	rep_3	34	20	12	2	0.588235294117647	0.352941176470588	c354cdf1b8d9442769ebb37b1b0a2d4fcace5061c18174ec890280e1b8da00ca
Rice	Os02g0821600	uncharacterized	Claude	rep_2	rep_1	32	23	6	3	0.71875	0.1875	c354cdf1b8d9442769ebb37b1b0a2d4fcace5061c18174ec890280e1b8da00ca
Rice	Os02g0821600	uncharacterized	Claude	rep_2	rep_3	32	17	14	1	0.53125	0.4375	c354cdf1b8d9442769ebb37b1b0a2d4fcace5061c18174ec890280e1b8da00ca
Rice	Os02g0821600	uncharacterized	Claude	rep_3	rep_1	34	15	18	1	0.441176470588235	0.529411764705882	c354cdf1b8d9442769ebb37b1b0a2d4fcace5061c18174ec890280e1b8da00ca
Rice	Os02g0821600	uncharacterized	Claude	rep_3	rep_2	34	12	20	2	0.352941176470588	0.588235294117647	c354cdf1b8d9442769ebb37b1b0a2d4fcace5061c18174ec890280e1b8da00ca
Rice	Os03g0160600	uncharacterized	Claude	rep_1	rep_2	25	15	9	1	0.6	0.36	334b00abe9a59d45acce79285bb430c8bf706fed7b2599dfd61b95cbb868b92d
Rice	Os03g0160600	uncharacterized	Claude	rep_1	rep_3	25	16	6	3	0.64	0.24	334b00abe9a59d45acce79285bb430c8bf706fed7b2599dfd61b95cbb868b92d
Rice	Os03g0160600	uncharacterized	Claude	rep_2	rep_1	34	11	21	2	0.323529411764706	0.617647058823529	334b00abe9a59d45acce79285bb430c8bf706fed7b2599dfd61b95cbb868b92d
Rice	Os03g0160600	uncharacterized	Claude	rep_2	rep_3	34	9	22	3	0.264705882352941	0.647058823529412	334b00abe9a59d45acce79285bb430c8bf706fed7b2599dfd61b95cbb868b92d
Rice	Os03g0160600	uncharacterized	Claude	rep_3	rep_1	35	9	17	9	0.257142857142857	0.485714285714286	334b00abe9a59d45acce79285bb430c8bf706fed7b2599dfd61b95cbb868b92d
Rice	Os03g0160600	uncharacterized	Claude	rep_3	rep_2	35	8	18	9	0.228571428571429	0.514285714285714	334b00abe9a59d45acce79285bb430c8bf706fed7b2599dfd61b95cbb868b92d
Rice	Os03g0221500	uncharacterized	Claude	rep_1	rep_2	25	3	15	7	0.12	0.6	1d93f8b4f3028f5a079c17936572f4ec1e50d39203927d853ff3bce38b7eee6e
Rice	Os03g0221500	uncharacterized	Claude	rep_1	rep_3	25	12	11	2	0.48	0.44	1d93f8b4f3028f5a079c17936572f4ec1e50d39203927d853ff3bce38b7eee6e
