AnonymousExpertID	Species	Gene	StudyStatus	Gemini	Grok	OpenAI	Phytomni	Claude
E073	Soybean	GLYMA_01G175500	well_studied	R2	R5	R4	R1	R3
E073	Soybean	GLYMA_02G254200	uncharacterized	R2	R5	R4	R1	R3
E073	Soybean	GLYMA_03G239400	uncharacterized	R4	R5	R3	R1	R2
E073	Soybean	GLYMA_04G211100	uncharacterized	R2	R5	R4	R1	R3
E073	Soybean	GLYMA_18G181300	uncharacterized	R4	R5	R3	R1	R2
E074	Wheat	TraesCS1A02G233800	uncharacterized	R1	R4	R3	R2	R5
E074	Wheat	TraesCS2A02G187800	well_studied	R3	R1	R2	R5	R4
E074	Wheat	TraesCS2B02G004500	uncharacterized	R5	R3	R2	R1	R4
E074	Wheat	TraesCS4B02G258200	well_studied	R3	R4	R5	R1	R2
E074	Wheat	TraesCS5B02G357400	uncharacterized	R3	R4	R1	R2	R5
E075	Wheat	TraesCS2A02G013500	uncharacterized	R2	R5	R1	R3	R4
E075	Wheat	TraesCS2B02G570900	well_studied	R1	R5	R2	R3	R4
E075	Wheat	TraesCS2D02G548900	well_studied	R5	R2	R1	R4	R3
E075	Wheat	TraesCS5D02G362500	uncharacterized	R1	R5	R4	R3	R2
E075	Wheat	TraesCS6B02G290000	uncharacterized	R2	R5	R4	R1	R3
E076	Wheat	TraesCS1D02G381700	uncharacterized	R1	R5	R2	R3	R4
E076	Wheat	TraesCS2B02G219300	well_studied	R1	R5	R3	R2	R4
E076	Wheat	TraesCS3A02G122600	well_studied	R2	R5	R1	R3	R4
E076	Wheat	TraesCS6D02G243500	uncharacterized	R2	R5	R1	R3	R4
E076	Wheat	TraesCS7A02G369800	uncharacterized	R3	R5	R1	R4	R2
E077	Soybean	GLYMA_01G194300	well_studied	R2	R5	R1	R4	R3
E077	Soybean	GLYMA_05G176200	uncharacterized	R2	R4	R1	R3	R5
E077	Soybean	GLYMA_11G026400	well_studied	R5	R3	R1	R4	R2
E077	Soybean	GLYMA_13G276700	well_studied	R2	R4	R1	R3	R5
E077	Soybean	GLYMA_18G220600	well_studied	R4	R5	R1	R3	R2
E078	Wheat	TraesCS2D02G199900	well_studied	R1	R3	R5	R2	R4
E078	Wheat	TraesCS4D02G130600	well_studied	R2	R1	R4	R3	R5
E078	Wheat	TraesCS5A02G355200	uncharacterized	R1	R5	R3	R2	R4
E078	Wheat	TraesCS6B02G356400	well_studied	R3	R5	R4	R2	R1
E078	Wheat	TraesCS7D02G353500	uncharacterized	R3	R5	R2	R1	R4
E079	Maize	Zm00001eb049320	uncharacterized	R5	R3	R1	R2	R4
E079	Maize	Zm00001eb123040	well_studied	R2	R4	R5	R1	R3
E079	Maize	Zm00001eb212190	uncharacterized	R5	R3	R1	R2	R4
E079	Maize	Zm00001eb288730	well_studied	R5	R4	R1	R2	R3
E079	Maize	Zm00001eb336530	well_studied	R1	R5	R2	R3	R4
E080	Maize	Zm00001eb038710	well_studied	R2	R4	R3	R1	R5
E080	Maize	Zm00001eb070570	uncharacterized	R4	R2	R3	R1	R5
E080	Maize	Zm00001eb126640	uncharacterized	R1	R4	R2	R3	R5
E080	Maize	Zm00001eb356500	uncharacterized	R2	R5	R3	R1	R4
E080	Maize	Zm00001eb400720	uncharacterized	R3	R4	R2	R1	R5
E081	Arabidopsis	AT1G44090	well_studied	R2	R4	R5	R1	R3
E081	Arabidopsis	AT1G66250	uncharacterized	R2	R5	R4	R1	R3
E081	Arabidopsis	AT4G33490	uncharacterized	R2	R5	R4	R1	R3
E081	Arabidopsis	AT5G01200	uncharacterized	R2	R4	R5	R1	R3
E081	Arabidopsis	AT5G62000	well_studied	R2	R5	R4	R1	R3
E082	Soybean	GLYMA_01G005500	uncharacterized	R1	R5	R4	R3	R2
E082	Soybean	GLYMA_08G269800	well_studied	R2	R5	R4	R1	R3
E082	Soybean	GLYMA_09G149200	well_studied	R1	R5	R4	R3	R2
E082	Soybean	GLYMA_16G165500	uncharacterized	R3	R5	R4	R2	R1
E082	Soybean	GLYMA_17G092700	uncharacterized	R3	R5	R4	R1	R2
E083	Soybean	GLYMA_01G005500	uncharacterized	R5	R1	R2	R4	R3
E083	Soybean	GLYMA_11G026400	well_studied	R4	R3	R2	R5	R1
E083	Soybean	GLYMA_14G089000	uncharacterized	R5	R2	R1	R3	R4
E083	Soybean	GLYMA_17G092700	uncharacterized	R5	R2	R1	R4	R3
E083	Soybean	GLYMA_18G149800	well_studied	R4	R2	R3	R5	R1
E084	Arabidopsis	AT1G06390	well_studied	R3	R5	R4	R1	R2
E084	Arabidopsis	AT2G47150	uncharacterized	R2	R4	R5	R1	R3
E084	Arabidopsis	AT3G50660	well_studied	R2	R5	R3	R1	R4
E084	Arabidopsis	AT4G26701	uncharacterized	R1	R5	R2	R4	R3
E084	Arabidopsis	AT5G05790	uncharacterized	R2	R5	R1	R4	R3
E085	Arabidopsis	AT1G06390	well_studied	R3	R4	R2	R5	R1
E085	Arabidopsis	AT1G25250	well_studied	R5	R3	R1	R4	R2
E085	Arabidopsis	AT1G68130	well_studied	R2	R3	R1	R5	R4
E085	Arabidopsis	AT1G75080	well_studied	R2	R3	R1	R4	R5
E085	Arabidopsis	AT2G46790	well_studied	R4	R2	R3	R5	R1
E086	Arabidopsis	AT1G66250	uncharacterized	R3	R5	R4	R2	R1
E086	Arabidopsis	AT2G38050	well_studied	R5	R3	R2	R4	R1
E086	Arabidopsis	AT3G11280	uncharacterized	R4	R2	R5	R3	R1
E086	Arabidopsis	AT5G24470	well_studied	R5	R3	R2	R4	R1
E086	Arabidopsis	AT5G67460	uncharacterized	R5	R2	R3	R4	R1
E087	Wheat	TraesCS3B02G141800	well_studied	R5	R3	R1	R4	R2
E087	Wheat	TraesCS4A02G046700	well_studied	R3	R4	R2	R5	R1
E087	Wheat	TraesCS4A02G105300	well_studied	R5	R2	R1	R3	R4
E087	Wheat	TraesCS5A02G155000	well_studied	R1	R5	R3	R4	R2
E087	Wheat	TraesCS5A02G355200	uncharacterized	R1	R5	R3	R4	R2
E088	Soybean	GLYMA_01G194300	well_studied	R4	R5	R3	R2	R1
E088	Soybean	GLYMA_08G163900	well_studied	R3	R5	R4	R1	R2
E088	Soybean	GLYMA_13G104700	uncharacterized	R2	R1	R4	R5	R3
E088	Soybean	GLYMA_17G092700	uncharacterized	R1	R5	R4	R2	R3
E088	Soybean	GLYMA_20G068700	uncharacterized	R4	R5	R3	R1	R2
E089	Arabidopsis	AT1G06390	well_studied	R2	R4	R5	R3	R1
E089	Arabidopsis	AT1G68130	well_studied	R4	R5	R1	R2	R3
E089	Arabidopsis	AT1G77480	uncharacterized	R1	R5	R4	R2	R3
E089	Arabidopsis	AT3G50660	well_studied	R1	R5	R4	R3	R2
E089	Arabidopsis	AT4G21690	well_studied	R1	R5	R4	R3	R2
E090	Soybean	GLYMA_08G302500	well_studied	R2	R3	R5	R4	R1
E090	Soybean	GLYMA_11G003200	well_studied	R2	R5	R4	R3	R1
E090	Soybean	GLYMA_18G181300	uncharacterized	R2	R5	R4	R3	R1
E090	Soybean	GLYMA_18G282300	uncharacterized	R2	R5	R4	R3	R1
E090	Soybean	GLYMA_19G194300	uncharacterized	R3	R5	R4	R2	R1
E091	Arabidopsis	AT1G14920	well_studied	R4	R3	R5	R1	R2
E091	Arabidopsis	AT1G44130	uncharacterized	R2	R5	R4	R1	R3
E091	Arabidopsis	AT1G67260	well_studied	R2	R3	R5	R1	R4
E091	Arabidopsis	AT1G75080	well_studied	R2	R4	R5	R1	R3
E091	Arabidopsis	AT5G37020	well_studied	R3	R5	R1	R4	R2
E092	Arabidopsis	AT1G25250	well_studied	R4	R2	R1	R3	R5
E092	Arabidopsis	AT1G77480	uncharacterized	R2	R3	R4	R5	R1
E092	Arabidopsis	AT2G46790	well_studied	R1	R2	R4	R3	R5
E092	Arabidopsis	AT5G37020	well_studied	R5	R2	R1	R4	R3
E092	Arabidopsis	AT5G57890	uncharacterized	R3	R2	R1	R5	R4
E093	Arabidopsis	AT1G19350	well_studied	R4	R5	R3	R1	R2
E093	Arabidopsis	AT1G28080	uncharacterized	R4	R2	R1	R5	R3
E093	Arabidopsis	AT4G18390	well_studied	R3	R5	R4	R1	R2
E093	Arabidopsis	AT5G13250	uncharacterized	R2	R4	R5	R1	R3
E093	Arabidopsis	AT5G67460	uncharacterized	R2	R5	R3	R1	R4
E094	Rice	Os01g0757200	well_studied	R2	R5	R4	R1	R3
E094	Rice	Os03g0160600	uncharacterized	R2	R5	R4	R1	R3
E094	Rice	Os03g0850100	uncharacterized	R2	R5	R3	R1	R4
E094	Rice	Os05g0350600	uncharacterized	R2	R5	R4	R1	R3
E094	Rice	Os07g0154100	well_studied	R2	R5	R4	R1	R3
E095	Soybean	GLYMA_01G005500	uncharacterized	R2	R5	R3	R1	R4
E095	Soybean	GLYMA_04G211100	uncharacterized	R3	R5	R1	R2	R4
E095	Soybean	GLYMA_18G273600	well_studied	R2	R5	R4	R1	R3
E095	Soybean	GLYMA_18G282300	uncharacterized	R2	R4	R3	R1	R5
E095	Soybean	GLYMA_19G164600	well_studied	R3	R5	R1	R2	R4
E096	Rice	Os01g0757200	well_studied	R5	R4	R2	R3	R1
E096	Rice	Os03g0722400	well_studied	R1	R3	R2	R4	R5
E096	Rice	Os05g0350600	uncharacterized	R1	R2	R5	R4	R3
E096	Rice	Os06g0569500	well_studied	R5	R4	R2	R3	R1
E096	Rice	Os06g0665200	uncharacterized	R5	R3	R1	R4	R2
E097	Rice	Os01g0883800	well_studied	R2	R5	R4	R1	R3
E097	Rice	Os03g0783000	uncharacterized	R2	R5	R3	R1	R4
E097	Rice	Os04g0469800	well_studied	R3	R5	R4	R1	R2
E097	Rice	Os05g0449900	uncharacterized	R3	R5	R4	R2	R1
E097	Rice	Os07g0103500	well_studied	R1	R5	R4	R2	R3
E098	Arabidopsis	AT1G51040	uncharacterized	R2	R4	R3	R1	R5
E098	Arabidopsis	AT1G66350	well_studied	R2	R4	R5	R1	R3
E098	Arabidopsis	AT3G29260	uncharacterized	R2	R5	R3	R1	R4
E098	Arabidopsis	AT4G26701	uncharacterized	R2	R4	R3	R1	R5
E098	Arabidopsis	AT5G13250	uncharacterized	R2	R4	R3	R1	R5
E099	Arabidopsis	AT1G50575	uncharacterized	R4	R5	R1	R3	R2
E099	Arabidopsis	AT2G18790	well_studied	R4	R5	R1	R3	R2
E099	Arabidopsis	AT5G01200	uncharacterized	R3	R5	R4	R2	R1
E099	Arabidopsis	AT5G57890	uncharacterized	R2	R5	R1	R4	R3
E099	Arabidopsis	AT5G67460	uncharacterized	R3	R5	R1	R4	R2
E100	Maize	Zm00001eb070570	uncharacterized	R3	R5	R4	R2	R1
E100	Maize	Zm00001eb170340	uncharacterized	R2	R5	R4	R1	R3
E100	Maize	Zm00001eb233320	well_studied	R3	R5	R4	R2	R1
E100	Maize	Zm00001eb336530	well_studied	R3	R4	R5	R2	R1
E100	Maize	Zm00001eb400720	uncharacterized	R4	R5	R3	R2	R1
E101	Soybean	GLYMA_01G104200	uncharacterized	R5	R2	R4	R1	R3
E101	Soybean	GLYMA_14G089000	uncharacterized	R1	R5	R4	R2	R3
E101	Soybean	GLYMA_16G025900	uncharacterized	R2	R5	R4	R1	R3
E101	Soybean	GLYMA_18G224500	well_studied	R3	R5	R4	R1	R2
E101	Soybean	GLYMA_18G282300	uncharacterized	R3	R5	R4	R1	R2
E102	Soybean	GLYMA_02G254200	uncharacterized	R3	R5	R4	R1	R2
E102	Soybean	GLYMA_05G037800	uncharacterized	R1	R5	R4	R2	R3
E102	Soybean	GLYMA_12G028300	uncharacterized	R2	R5	R4	R1	R3
E102	Soybean	GLYMA_18G117100	well_studied	R3	R5	R4	R1	R2
E102	Soybean	GLYMA_19G034500	well_studied	R3	R5	R4	R2	R1
E103	Maize	Zm00001eb038710	well_studied	R3	R5	R1	R2	R4
E103	Maize	Zm00001eb067310	well_studied	R3	R4	R2	R5	R1
E103	Maize	Zm00001eb074640	well_studied	R5	R4	R1	R2	R3
E103	Maize	Zm00001eb126640	uncharacterized	R3	R5	R2	R1	R4
E103	Maize	Zm00001eb252940	uncharacterized	R3	R5	R2	R4	R1
E104	Rice	Os03g0436300	uncharacterized	R3	R5	R2	R1	R4
E104	Rice	Os03g0587100	uncharacterized	R4	R5	R3	R1	R2
E104	Rice	Os03g0722400	well_studied	R2	R5	R4	R1	R3
E104	Rice	Os03g0811700	uncharacterized	R2	R5	R4	R1	R3
E104	Rice	Os05g0449900	uncharacterized	R2	R5	R3	R1	R4
E105	Wheat	TraesCS2A02G013500	uncharacterized	R5	R2	R4	R3	R1
E105	Wheat	TraesCS2A02G187800	well_studied	R3	R5	R4	R1	R2
E105	Wheat	TraesCS2D02G199900	well_studied	R3	R1	R5	R2	R4
E105	Wheat	TraesCS5A02G155000	well_studied	R3	R2	R4	R1	R5
E105	Wheat	TraesCS5B02G357400	uncharacterized	R3	R1	R4	R5	R2
E106	Soybean	GLYMA_03G239400	uncharacterized	R3	R2	R5	R1	R4
E106	Soybean	GLYMA_05G018800	well_studied	R4	R3	R5	R2	R1
E106	Soybean	GLYMA_12G224600	well_studied	R2	R3	R4	R5	R1
E106	Soybean	GLYMA_18G029000	uncharacterized	R3	R5	R2	R1	R4
E106	Soybean	GLYMA_18G149800	well_studied	R1	R4	R3	R2	R5
E107	Maize	Zm00001eb035030	well_studied	R3	R5	R1	R4	R2
E107	Maize	Zm00001eb063410	uncharacterized	R2	R4	R1	R3	R5
E107	Maize	Zm00001eb140160	uncharacterized	R4	R5	R2	R3	R1
E107	Maize	Zm00001eb145600	well_studied	R1	R5	R3	R2	R4
E107	Maize	Zm00001eb287560	uncharacterized	R5	R3	R1	R2	R4
E108	Soybean	GLYMA_09G238300	well_studied	R3	R4	R5	R2	R1
E108	Soybean	GLYMA_16G165500	uncharacterized	R4	R5	R2	R1	R3
E108	Soybean	GLYMA_18G029000	uncharacterized	R1	R4	R3	R5	R2
E108	Soybean	GLYMA_18G117100	well_studied	R3	R5	R2	R4	R1
E108	Soybean	GLYMA_18G273600	well_studied	R1	R5	R2	R4	R3
E109	Soybean	GLYMA_08G163900	well_studied	R3	R4	R5	R1	R2
E109	Soybean	GLYMA_08G269800	well_studied	R2	R5	R4	R1	R3
E109	Soybean	GLYMA_12G028300	uncharacterized	R2	R5	R3	R1	R4
E109	Soybean	GLYMA_16G025900	uncharacterized	R2	R5	R4	R1	R3
E109	Soybean	GLYMA_18G259400	well_studied	R3	R5	R4	R1	R2
E110	Wheat	TraesCS1A02G233800	uncharacterized	R3	R4	R5	R1	R2
E110	Wheat	TraesCS2A02G013200	uncharacterized	R1	R5	R4	R2	R3
E110	Wheat	TraesCS2B02G578500	well_studied	R3	R5	R2	R1	R4
E110	Wheat	TraesCS4A02G046700	well_studied	R2	R4	R5	R1	R3
E110	Wheat	TraesCS6A02G227900	well_studied	R4	R5	R2	R3	R1
E111	Rice	Os01g0169800	well_studied	R2	R5	R4	R1	R3
E111	Rice	Os01g0883800	well_studied	R2	R5	R3	R1	R4
E111	Rice	Os04g0469800	well_studied	R2	R5	R3	R1	R4
E111	Rice	Os07g0154100	well_studied	R4	R5	R3	R1	R2
E111	Rice	Os11g0521900	uncharacterized	R3	R5	R4	R1	R2
E112	Rice	Os01g0134700	uncharacterized	R1	R2	R3	R4	R5
E112	Rice	Os01g0177400	well_studied	R5	R3	R2	R1	R4
E112	Rice	Os01g0197100	well_studied	R2	R3	R5	R4	R1
E112	Rice	Os01g0678500	well_studied	R2	R4	R5	R1	R3
E112	Rice	Os03g0436300	uncharacterized	R5	R3	R1	R2	R4
E113	Wheat	TraesCS2A02G425400	uncharacterized	R1	R5	R4	R2	R3
E113	Wheat	TraesCS2B02G570900	well_studied	R1	R5	R3	R4	R2
E113	Wheat	TraesCS5A02G376500	well_studied	R1	R5	R3	R2	R4
E113	Wheat	TraesCS5D02G362500	uncharacterized	R1	R5	R4	R2	R3
E113	Wheat	TraesCS7B02G258700	uncharacterized	R3	R5	R4	R1	R2
E114	Arabidopsis	AT1G07140	uncharacterized	R2	R5	R4	R1	R3
E114	Arabidopsis	AT1G28080	uncharacterized	R1	R5	R4	R2	R3
E114	Arabidopsis	AT1G67260	well_studied	R3	R5	R2	R1	R4
E114	Arabidopsis	AT1G73950	uncharacterized	R2	R5	R4	R1	R3
E114	Arabidopsis	AT5G61380	well_studied	R1	R4	R5	R2	R3
E115	Soybean	GLYMA_03G070900	uncharacterized	R3	R5	R2	R4	R1
E115	Soybean	GLYMA_05G018800	well_studied	R4	R5	R2	R3	R1
E115	Soybean	GLYMA_09G149200	well_studied	R4	R5	R2	R3	R1
E115	Soybean	GLYMA_12G224600	well_studied	R3	R2	R1	R5	R4
E115	Soybean	GLYMA_18G181300	uncharacterized	R1	R5	R2	R3	R4
E116	Wheat	TraesCS1A02G223800	uncharacterized	R4	R5	R3	R2	R1
E116	Wheat	TraesCS1A02G233800	uncharacterized	R2	R5	R1	R4	R3
E116	Wheat	TraesCS3B02G141800	well_studied	R2	R3	R4	R5	R1
E116	Wheat	TraesCS5A02G155000	well_studied	R2	R5	R1	R4	R3
E116	Wheat	TraesCS7B02G258700	uncharacterized	R1	R5	R3	R4	R2
E117	Arabidopsis	AT1G19350	well_studied	R3	R4	R5	R1	R2
E117	Arabidopsis	AT1G66250	uncharacterized	R3	R4	R5	R1	R2
E117	Arabidopsis	AT1G66350	well_studied	R5	R4	R3	R2	R1
E117	Arabidopsis	AT5G01200	uncharacterized	R3	R5	R4	R1	R2
E117	Arabidopsis	AT5G57890	uncharacterized	R3	R4	R1	R5	R2
E118	Maize	Zm00001eb257830	uncharacterized	R5	R3	R2	R4	R1
E118	Maize	Zm00001eb287560	uncharacterized	R4	R5	R1	R3	R2
E118	Maize	Zm00001eb316260	well_studied	R4	R5	R3	R2	R1
E118	Maize	Zm00001eb337920	uncharacterized	R2	R5	R3	R1	R4
E118	Maize	Zm00001eb355530	uncharacterized	R2	R5	R4	R3	R1
E119	Rice	Os03g0160600	uncharacterized	R4	R5	R1	R2	R3
E119	Rice	Os03g0850100	uncharacterized	R3	R5	R1	R2	R4
E119	Rice	Os04g0448900	well_studied	R1	R5	R3	R2	R4
E119	Rice	Os04g0463500	well_studied	R2	R5	R3	R1	R4
E119	Rice	Os07g0103500	well_studied	R3	R5	R1	R2	R4
E120	Soybean	GLYMA_01G194300	well_studied	R2	R5	R3	R1	R4
E120	Soybean	GLYMA_13G104700	uncharacterized	R3	R5	R4	R1	R2
E120	Soybean	GLYMA_16G025900	uncharacterized	R3	R4	R2	R1	R5
E120	Soybean	GLYMA_18G220600	well_studied	R2	R5	R3	R1	R4
E120	Soybean	GLYMA_19G194300	uncharacterized	R3	R5	R4	R1	R2
